0.760373,-0.44009,-0.477654
0.812263,0.142787,-0.565545
-0.28786,-0.526708,-0.799822
0.719166,0.116887,-0.684936
0.116723,-0.362566,0.92462
0.318318,-0.310352,0.895743
0.597759,-0.489108,0.635183
-0.148146,0.0185686,-0.988791
0.182794,0.841835,0.507839
0.373991,-0.117164,-0.920002
-0.280128,-0.958781,-0.047621
0.367856,0.57346,0.732001
0.681535,0.285192,0.673926
0.98446,0.0320999,-0.172648
-0.297776,0.213513,0.930453
0.332829,0.411609,-0.848412
-0.940082,-0.00960063,0.340812
0.021227,0.750841,-0.660141
-0.25513,-0.964641,0.0661621
0.580649,-0.675706,-0.454168
0.191345,0.115287,-0.974729
-0.380238,0.918999,-0.104212
-0.621046,0.462649,-0.63266
0.083134,0.201681,-0.975917
0.392192,0.178783,0.902342
0.79381,0.0385932,-0.60694
-0.246307,-0.967056,0.0643129
-0.670316,0.297049,0.680028
0.582729,-0.512581,0.630625
-0.77029,0.547981,0.326145
-0.446665,0.0144528,0.894585
-0.257353,-0.965419,0.0416581
-0.278014,-0.959838,0.0376721
-0.257224,-0.965546,0.0394483
-0.250906,-0.967824,0.019036
-0.254616,-0.965444,0.0555714
0.126231,0.269322,-0.954741
-0.24124,-0.968287,0.0649954
-0.232363,-0.971015,0.0560137
-0.251772,-0.967062,0.0374454
-0.228754,-0.970949,0.0702063
-0.291981,-0.956179,0.0216378
-0.240692,-0.968757,0.0598091
-0.251633,-0.966786,0.0447798
-0.259447,-0.965029,0.0375119
-0.235707,-0.970074,0.058305
-0.239779,-0.969085,0.0581425
-0.293749,-0.954135,0.0577779
-0.257564,-0.965326,0.0425033
-0.230021,-0.971771,0.0524502
-0.299685,-0.953711,0.0250072
-0.209808,-0.975646,0.0639885
-0.332741,-0.941874,-0.0464426
-0.23667,-0.968546,0.0768524
-0.2692,-0.962006,0.0455561
-0.254194,-0.963594,0.0829002
-0.244881,-0.967992,0.0550046
-0.217004,-0.973453,0.0727971
-0.236865,-0.970184,0.0513701
-0.242071,-0.968729,0.0544621
-0.217999,-0.974401,0.0549406
-0.207987,-0.975646,0.069684
-0.238012,-0.969852,0.0523217
0.985035,-0.100403,-0.140087
-0.255822,-0.965568,0.0472611
-0.264044,-0.963232,0.0496418
-0.247239,-0.966221,0.0727289
-0.309817,-0.938575,0.151957
-0.229758,-0.971737,0.0542171
-0.24426,-0.967918,0.0589223
-0.428252,-0.90313,0.0309157
-0.215712,-0.973485,0.0761269
-0.25553,-0.966313,0.0307088
-0.250321,-0.966684,0.0534981
-0.248448,-0.967306,0.0509131
-0.290234,-0.956357,0.0338534
-0.255344,-0.966326,0.0318405
-0.244577,-0.968223,0.052217
-0.228034,-0.972137,0.0543221
-0.264385,-0.963368,0.04497
-0.261949,-0.964156,0.0422603
-0.261517,-0.963974,0.0486157
-0.245656,-0.967607,0.0582308
-0.264759,-0.9635,0.0396186
-0.230878,-0.971527,0.0532101
-0.257283,-0.965646,0.0365269
-0.293133,-0.954306,0.0580776
-0.241597,-0.96832,0.0631387
-0.82773,-0.532251,-0.177682
-0.237083,-0.968733,0.073131
-0.236815,-0.970154,0.0521526
-0.504507,-0.853757,0.128731
-0.245566,-0.968139,0.0490297
-0.245029,-0.968142,0.0515912
-0.249452,-0.967449,0.0426179
-0.225858,-0.95849,-0.174026
-0.244365,-0.968343,0.0509765
-0.24254,-0.967547,0.0708971
-0.237681,-0.968757,0.0708285
-0.243542,-0.966683,0.0788064
-0.23407,-0.969816,0.0683198
-0.258009,-0.964613,0.0543405
-0.229011,-0.971513,0.0609568
-0.220464,-0.974667,0.037692
-0.230166,-0.969371,0.0856927
-0.229182,-0.971114,0.0664251
-0.245552,-0.968837,0.0325269
-0.241636,-0.96839,0.0619088
-0.223971,-0.974032,0.0331542
-0.241423,-0.968916,0.054004
-0.253248,-0.966601,0.0393361
-0.233085,-0.969478,0.0760481
-0.211268,-0.11185,-0.971008
-0.255745,-0.965704,0.0448349
-0.243144,-0.967522,0.0691533
